,Age,Overall,Potential
1664,21,75,83
1665,30,75,75
1666,26,75,76
1667,33,75,75
1668,26,75,76
1669,30,75,75
1670,35,75,75
1671,24,75,80
1672,32,75,75
1673,33,75,75
1674,29,75,75
1675,24,75,80
1676,32,75,75
1677,34,75,75
1678,32,75,75
1679,28,75,76
1680,22,75,83
1681,25,75,75
1682,28,75,75
1683,29,75,75
1684,32,75,75
1685,31,75,75
1686,26,75,75
1687,28,75,75
1688,39,75,75
1689,21,75,79
1690,30,75,75
1691,23,75,82
1692,20,75,85
1693,21,75,83
1694,28,75,76
1695,27,75,77
1696,27,75,76
1697,23,75,79
1698,23,75,81
1699,29,75,75
1700,35,75,75
1701,27,75,75
1702,26,75,78
1703,24,75,80
1704,26,75,77
1705,25,75,75
1706,20,75,83
1707,22,75,79
1708,22,75,83
1709,22,75,79
1710,26,75,75
1711,25,75,80
1712,25,75,75
1713,28,75,76
1714,25,75,77
1715,28,75,75
1716,23,75,80
1717,30,75,75
1718,22,75,84
1719,23,75,82
1720,24,75,81
1721,25,75,76
1722,27,75,76
1723,32,75,75
1724,25,75,75
1725,26,75,75
1726,31,75,75
1727,25,75,78
1728,26,75,78
1729,22,75,86
1730,26,75,78
1731,24,75,80
1732,26,75,76
1733,24,75,78
1734,23,75,82
1735,26,75,76
1736,29,75,75
1737,33,75,75
1738,36,75,75
1739,32,75,75
1740,24,75,79
1741,29,75,75
1742,24,75,80
1743,25,75,75
1744,25,75,79
1745,27,75,75
1746,26,75,76
1747,30,75,75
1748,25,75,78
1749,24,75,79
1750,29,75,75
1751,26,75,78
1752,31,75,75
1753,30,75,75
1754,28,75,75
1755,26,75,77
1756,29,75,75
1757,23,75,80
1758,23,75,82
1759,21,75,82
1760,28,75,75
1761,26,75,75
1762,22,75,82
1763,27,75,76
1764,26,75,78
1765,25,75,78
1766,26,75,76
1767,30,75,75
1768,23,75,83
1769,27,75,75
1770,29,75,75
1771,34,75,75
1772,27,75,76
1773,28,75,76
1774,20,75,75
1775,30,75,75
1776,26,75,78
1777,25,75,75
1778,25,75,77
1779,25,75,78
1780,24,75,78
1781,28,75,75
1782,25,75,77
1783,26,75,75
1784,26,75,80
1785,29,75,75
1786,25,75,75
1787,25,75,78
1788,24,75,79
1789,29,75,75
1790,25,75,75
1791,25,75,77
1792,25,75,75
1793,32,75,75
1794,29,75,75
1795,21,75,86
1796,32,75,75
1797,28,75,75
1798,29,75,75
1799,25,75,79
1800,25,75,75
1801,21,75,82
1802,23,75,82
1803,33,75,75
1804,23,75,80
1805,31,75,75
1806,26,75,77
1807,26,75,76
1808,30,75,75
1809,25,75,75
1810,30,75,75
1811,25,75,79
1812,32,75,75
1813,25,75,78
1814,29,75,75
1815,30,75,75
1816,31,75,75
1817,25,75,79
1818,34,75,75
1819,30,75,75
1820,33,75,75
1821,29,75,75
1822,30,75,75
1823,33,75,75
1824,28,75,75
1825,25,75,75
1826,33,75,75
1827,27,75,76
1828,24,75,79
1829,26,75,77
1830,23,75,81
1831,27,75,78
1832,25,75,78
1833,20,75,85
1834,34,75,75
1835,28,75,75
1836,27,75,75
1837,36,75,75
1838,28,75,75
1839,29,75,75
1840,32,75,75
1841,31,75,75
1842,22,75,82
1843,27,75,77
1844,29,75,75
1845,23,75,81
1846,29,75,75
1847,21,75,81
1848,22,75,80
1849,21,75,83
1850,36,75,75
1851,23,75,80
1852,31,75,75
1853,27,75,76
1854,22,75,82
1855,33,75,75
1856,25,75,75
1857,33,75,75
1858,23,75,80
1859,29,75,75
1860,27,75,76
1861,36,75,75
1862,27,75,76
1863,23,75,80
1864,30,75,75
1865,30,75,75
1866,29,75,75
1867,21,75,83
1868,26,75,75
1869,33,75,75
1870,26,75,75
1871,28,75,75
1872,22,75,83
1873,31,75,75
1874,26,75,77
1875,27,75,75
1876,24,75,80
1877,21,75,83
1878,29,75,75
1879,22,75,80
1880,26,75,78
1881,22,75,84
1882,32,75,75
1883,30,75,75
1884,27,75,76
1885,23,75,79
1886,30,75,75
1887,25,75,78
1888,31,75,75
1889,27,75,77
1890,25,75,79
1891,31,75,75
1892,35,75,75
1893,30,75,75
1894,33,75,75
1895,27,75,76
1896,31,75,75
1897,30,75,75
1898,28,75,75
1899,29,75,75
1900,29,75,75
1901,27,75,75
1902,25,75,75
1903,28,75,75
1904,28,75,78
1905,26,75,75
1906,29,75,75
1907,34,75,75
1908,29,75,75
1909,23,75,82
1910,33,75,75
1911,25,75,81
1912,34,75,75
1913,22,75,84
1914,24,75,81
1915,29,75,75
1916,28,75,75
1917,29,75,75
1918,20,75,86
1919,23,75,82
1920,30,75,75
1921,24,75,81
1922,26,75,79
1923,23,75,82
1924,26,75,75
1925,26,75,77
1926,27,75,76
1927,18,75,88
1928,31,75,75
1929,26,75,75
1930,35,75,75
1931,25,75,78
1932,23,75,82
1933,21,75,82
1934,29,75,75
1935,31,75,75
1936,29,75,75
1937,24,75,82
1938,27,75,78
1939,33,75,75
1940,22,75,80
1941,36,75,75
1942,29,75,75
1943,28,75,75
1944,31,75,75
1945,24,75,80
1946,23,75,82
1947,29,75,75
1948,27,75,76
1949,25,75,75
1950,28,75,76
1951,29,75,75
1952,30,75,75
1953,25,75,75
1954,24,75,79
1955,22,75,85
1956,19,75,85
1957,34,75,75
1958,30,75,75
1959,27,75,75
1960,21,75,84
1961,30,75,75
1962,25,75,78
1963,27,75,76
1964,27,75,76
1965,22,75,82
1966,29,75,75
1967,20,75,85
1968,29,75,75
1969,21,75,83
1970,25,75,79
1971,25,75,78
1972,29,75,75
1973,21,75,80
1974,30,75,75
1975,24,75,78
1976,26,75,77
1977,30,75,75
1978,29,75,75
1979,25,75,75
1980,25,75,76
1981,32,75,75
1982,30,75,75
1983,21,75,83
1984,25,75,78
1985,29,75,75
1986,33,75,75
1987,25,75,78
1988,22,75,81
1989,25,75,80
1990,30,75,75
1991,28,75,75
1992,22,75,83
1993,26,75,78
1994,29,75,76
1995,22,75,82
1996,25,75,79
1997,25,75,80
1998,32,75,75
1999,24,75,80
2000,31,75,75
2001,25,75,78
2002,29,75,75
2003,28,75,75
2004,31,75,75
2005,33,75,75
2006,33,75,75
2007,31,75,75
2008,31,75,75
2009,30,75,75
2010,25,75,78
2011,38,75,75
2012,24,75,78
2013,29,75,75
2014,33,75,75
2015,24,75,81
2016,29,75,75
2017,29,75,75
2018,26,75,78
2019,25,75,78
2020,24,75,79
2021,32,75,75
2022,27,75,76
2023,31,75,75
2024,26,75,76
2025,23,75,81
2026,31,75,75
2027,30,75,75
2028,29,75,75
2029,28,75,76
2030,33,75,75
2031,29,75,75
2032,29,75,75
2033,30,75,75
2034,26,75,78
2035,25,75,80
2036,21,75,84
2037,31,75,75
2038,21,75,83
2039,32,75,75
2040,31,75,75
2041,33,74,74
2042,28,74,74
2043,25,74,78
2044,24,74,79
2045,26,74,75
2046,33,74,74
2047,30,74,74
2048,25,74,79
2049,27,74,75
2050,25,74,78
2051,21,74,83
2052,32,74,74
2053,23,74,80
2054,29,74,74
2055,26,74,75
2056,26,74,75
2057,37,74,74
2058,25,74,77
2059,22,74,78
2060,23,74,78
2061,30,74,74
2062,31,74,74
2063,33,74,74
2064,29,74,74
2065,23,74,81
2066,29,74,74
2067,29,74,74
2068,28,74,74
2069,25,74,74
2070,29,74,74
2071,28,74,75
2072,31,74,74
2073,23,74,81
2074,26,74,74
2075,25,74,77
2076,31,74,74
2077,31,74,74
2078,22,74,81
2079,35,74,74
2080,25,74,74
2081,29,74,74
2082,31,74,74
2083,22,74,85
2084,27,74,75
2085,30,74,74
2086,29,74,75
2087,27,74,74
2088,26,74,76
2089,28,74,75
2090,30,74,74
2091,31,74,74
2092,27,74,75
2093,25,74,74
2094,29,74,74
2095,29,74,74
2096,30,74,74
2097,24,74,79
2098,21,74,81
2099,24,74,79
2100,29,74,74
2101,20,74,84
2102,19,74,83
2103,23,74,78
2104,24,74,80
2105,22,74,81
2106,29,74,74
2107,33,74,74
2108,24,74,80
2109,23,74,80
2110,29,74,74
2111,33,74,74
2112,26,74,77
2113,25,74,80
2114,31,74,74
2115,27,74,75
2116,27,74,74
2117,26,74,75
2118,23,74,81
2119,25,74,74
2120,28,74,74
2121,21,74,86
2122,25,74,79
2123,24,74,79
2124,25,74,79
2125,30,74,74
2126,26,74,75
2127,25,74,77
2128,25,74,77
2129,29,74,74
2130,23,74,79
2131,32,74,74
2132,22,74,81
2133,26,74,76
2134,33,74,74
2135,27,74,75
2136,34,74,74
2137,30,74,74
2138,30,74,74
2139,22,74,82
2140,24,74,78
2141,20,74,86
2142,30,74,74
2143,25,74,77
2144,20,74,84
2145,21,74,84
2146,30,74,74
2147,25,74,77
2148,32,74,74
2149,30,74,74
2150,29,74,74
2151,26,74,75
2152,33,74,74
2153,26,74,76
2154,30,74,74
2155,29,74,74
2156,29,74,74
2157,24,74,77
2158,29,74,76
2159,22,74,80
2160,36,74,74
2161,29,74,74
2162,25,74,74
2163,25,74,74
2164,33,74,74
2165,33,74,74
2166,28,74,74
2167,25,74,77
2168,27,74,75
2169,27,74,75
2170,21,74,85
2171,29,74,74
2172,33,74,74
2173,34,74,74
2174,22,74,82
2175,29,74,74
2176,25,74,74
2177,30,74,74
2178,25,74,78
2179,33,74,74
2180,23,74,80
2181,29,74,74
2182,23,74,81
2183,24,74,79
2184,26,74,75
2185,24,74,79
2186,33,74,74
2187,32,74,74
2188,25,74,76
2189,27,74,77
2190,26,74,77
2191,25,74,78
2192,33,74,74
2193,25,74,74
2194,27,74,74
2195,23,74,79
2196,30,74,74
2197,28,74,74
2198,26,74,74
2199,26,74,75
2200,31,74,74
2201,25,74,74
2202,19,74,83
2203,26,74,76
2204,25,74,77
2205,27,74,74
2206,31,74,74
2207,29,74,74
2208,31,74,74
2209,26,74,75
2210,31,74,74
2211,32,74,74
2212,24,74,76
2213,25,74,78
2214,21,74,81
2215,26,74,78
2216,30,74,74
2217,28,74,74
2218,29,74,74
2219,27,74,74
2220,28,74,74
2221,21,74,82
2222,31,74,74
2223,32,74,74
2224,40,74,74
2225,26,74,77
2226,22,74,82
2227,32,74,74
2228,33,74,74
2229,25,74,75
2230,34,74,74
2231,24,74,78
2232,25,74,74
2233,33,74,74
2234,26,74,76
2235,33,74,74
2236,33,74,74
2237,35,74,74
2238,31,74,74
2239,27,74,76
2240,20,74,82
2241,33,74,74
2242,24,74,78
2243,25,74,77
2244,31,74,74
2245,33,74,74
2246,25,74,77
2247,24,74,79
2248,33,74,74
2249,20,74,83
2250,26,74,77
2251,28,74,74
2252,35,74,74
2253,25,74,77
2254,32,74,74
2255,23,74,78
2256,23,74,78
2257,21,74,82
2258,22,74,80
2259,29,74,74
2260,20,74,88
2261,20,74,82
2262,33,74,74
2263,23,74,78
2264,32,74,74
2265,29,74,74
2266,28,74,75
2267,33,74,74
2268,25,74,74
2269,31,74,74
2270,29,74,74
2271,28,74,74
2272,31,74,74
2273,27,74,75
2274,28,74,74
2275,29,74,74
2276,25,74,74
2277,30,74,74
2278,26,74,74
2279,19,74,80
2280,30,74,74
2281,31,74,74
2282,22,74,80
2283,19,74,85
2284,28,74,74
2285,27,74,75
2286,23,74,80
2287,36,74,74
2288,25,74,74
2289,24,74,79
2290,35,74,74
2291,29,74,74
2292,28,74,74
2293,29,74,74
2294,27,74,75
2295,30,74,74
2296,27,74,76
2297,25,74,74
2298,32,74,74
2299,31,74,74
2300,27,74,75
2301,27,74,74
2302,25,74,79
2303,28,74,75
2304,33,74,74
2305,25,74,74
2306,28,74,74
2307,27,74,75
2308,26,74,76
2309,30,74,74
2310,30,74,74
2311,26,74,77
2312,26,74,75
2313,22,74,80
2314,28,74,74
2315,33,74,74
2316,24,74,79
2317,19,74,83
2318,25,74,79
2319,32,74,74
2320,23,74,81
2321,30,74,74
2322,31,74,74
2323,30,74,74
2324,28,74,74
2325,26,74,76
2326,22,74,82
2327,25,74,77
2328,34,74,74
2329,32,74,74
2330,25,74,77
2331,27,74,75
2332,24,74,80
2333,23,74,82
2334,25,74,75
2335,31,74,74
2336,26,74,77
2337,33,74,74
2338,21,74,80
2339,29,74,74
2340,28,74,74
2341,22,74,82
2342,28,74,75
2343,19,74,86
2344,28,74,75
2345,31,74,74
2346,33,74,74
2347,33,74,74
2348,33,74,74
2349,25,74,78
2350,38,74,74
2351,25,74,79
2352,24,74,79
2353,20,74,85
2354,25,74,78
2355,23,74,79
2356,28,74,74
2357,31,74,74
2358,27,74,74
2359,33,74,74
2360,29,74,74
2361,25,74,77
2362,32,74,74
2363,27,74,75
2364,28,74,75
2365,23,74,82
2366,27,74,74
2367,24,74,80
2368,27,74,75
2369,28,74,74
2370,25,74,74
2371,34,74,74
2372,26,74,75
2373,30,74,74
2374,25,74,74
2375,25,74,77
2376,27,74,77
2377,25,74,79
2378,29,74,74
2379,24,74,77
2380,25,74,75
2381,34,74,74
2382,26,74,76
2383,28,74,74
2384,25,74,74
2385,30,74,74
2386,24,74,78
2387,29,74,74
2388,28,74,74
2389,26,74,75
2390,28,74,74
2391,21,74,85
2392,23,74,80
2393,24,74,77
2394,21,74,83
2395,27,74,74
2396,26,74,74
2397,20,74,82
2398,33,74,74
2399,26,74,77
2400,30,74,74
2401,28,74,75
2402,25,74,77
2403,31,74,74
2404,23,74,82
2405,30,74,74
2406,20,74,83
2407,29,74,74
2408,27,74,74
2409,20,74,87
2410,29,74,74
2411,33,74,74
2412,27,74,75
2413,25,74,79
2414,19,74,84
2415,29,74,74
2416,27,74,75
2417,24,74,79
2418,32,74,74
2419,28,74,74
2420,23,74,79
2421,28,74,75
2422,26,74,77
2423,29,74,74
2424,27,74,76
2425,27,74,77
2426,29,74,74
2427,28,74,74
2428,28,74,74
2429,28,74,74
2430,29,74,74
2431,21,74,84
2432,20,74,85
2433,26,74,76
2434,26,74,76
2435,29,74,74
2436,25,74,75
2437,22,74,81
2438,27,74,74
2439,28,74,74
2440,29,74,74
2441,28,74,74
2442,23,74,79
2443,29,74,74
2444,29,74,74
2445,30,74,74
2446,26,74,76
2447,29,74,74
2448,29,74,74
2449,28,74,74
2450,32,74,74
2451,24,74,79
2452,30,74,74
2453,21,74,86
2454,20,74,82
2455,27,74,75
2456,37,74,74
2457,32,74,74
2458,31,74,74
2459,26,74,74
2460,30,74,74
2461,25,74,79
2462,25,74,74
2463,29,74,74
2464,34,74,74
2465,25,74,75
2466,24,74,77
2467,22,74,84
2468,21,74,84
2469,30,74,74
2470,26,74,74
2471,26,74,77
2472,25,74,74
2473,20,74,85
2474,25,74,77
2475,33,74,74
2476,28,74,74
2477,36,74,74
2478,34,74,74
2479,33,74,74
2480,32,74,74
2481,31,74,74
2482,27,74,74
2483,30,74,74
2484,25,74,74
2485,28,74,74
2486,25,74,76
2487,27,74,75
2488,27,74,75
2489,31,74,74
2490,24,74,77
2491,24,74,78
2492,25,74,74
2493,25,74,74
2494,30,74,74
2495,27,74,76
2496,28,74,74
2497,30,74,74
2498,24,74,79
2499,33,74,74
2500,30,74,74
2501,26,74,77
2502,29,74,74
2503,28,74,74
2504,18,74,86
2505,23,74,78
2506,29,74,74
2507,28,74,74
2508,24,74,80
2509,24,74,78
2510,26,74,78
2511,24,74,76
2512,27,74,75
2513,28,74,74
2514,23,74,78
2515,23,74,81
2516,32,74,74
2517,34,74,74
2518,36,74,74
2519,23,74,79
2520,31,74,74
2521,20,74,82
2522,36,74,74
2523,32,74,74
2524,25,74,74
2525,25,74,76
2526,33,74,74
2527,33,74,74
2528,23,74,79
2529,25,74,77
2530,28,74,74
2531,23,74,78
2532,26,74,75
2533,29,74,74
2534,25,74,74
2535,34,74,74
2536,34,74,74
2537,21,74,84
2538,20,74,84
2539,31,74,74
2540,28,74,74
2541,24,74,78
2542,23,74,81
2543,29,74,74
2544,25,74,74
2545,31,74,74
2546,25,74,77
2547,33,74,74
2548,26,74,75
2549,22,74,83
2550,23,74,80
2551,29,74,74
2552,31,74,74
2553,32,74,74
2554,34,74,74
2555,24,74,79
2556,33,74,74
2557,32,74,74
2558,24,74,80
2559,29,74,74
2560,31,74,74
2561,29,74,74
2562,29,74,74
2563,32,74,74
2564,32,74,74
2565,32,74,74
2566,35,74,74
2567,23,74,81
2568,32,74,74
2569,28,74,74
2570,24,74,80
2571,25,74,74
2572,30,74,74
2573,21,74,80
2574,28,74,75
2575,29,74,74
2576,26,74,76
2577,29,74,74
2578,21,74,81
2579,33,74,74
2580,35,74,74
2581,29,74,74
2582,28,74,74
2583,27,74,75
2584,33,74,74
2585,21,74,81
2586,29,74,74
2587,27,74,74
2588,27,74,74
2589,24,74,78
2590,25,74,74
2591,22,74,82
2592,27,74,75
2593,28,74,74
2594,22,74,79
2595,23,74,81
2596,36,74,74
2597,30,74,74
2598,27,74,74
2599,27,74,74
2600,33,74,74
2601,24,74,79
2602,31,74,74
2603,29,74,74
2604,32,74,74
2605,27,74,75
2606,24,74,80
2607,30,74,74
2608,28,74,74
2609,27,74,74
2610,22,74,80
2611,31,74,74
2612,23,74,80
2613,27,74,75
2614,29,74,74
2615,32,74,74
2616,30,74,74
2617,27,74,74
2618,23,74,80
2619,33,74,74
2620,22,73,79
2621,27,73,74
2622,23,73,80
2623,32,73,73
2624,32,73,73
2625,29,73,73
2626,23,73,78
2627,26,73,76
2628,31,73,73
2629,25,73,76
2630,21,73,83
2631,27,73,73
2632,20,73,85
2633,29,73,73
2634,27,73,73
2635,28,73,73
2636,23,73,77
2637,27,73,74
2638,29,73,73
2639,28,73,73
2640,35,73,73
2641,30,73,73
2642,30,73,73
2643,33,73,73
2644,33,73,73
2645,22,73,80
2646,30,73,73
2647,25,73,75
2648,27,73,73
2649,22,73,80
2650,34,73,73
2651,21,73,82
2652,31,73,73
2653,18,73,88
2654,27,73,76
2655,27,73,73
2656,27,73,73
2657,29,73,73
2658,27,73,73
2659,23,73,79
2660,25,73,77
2661,27,73,73
2662,35,73,73
2663,28,73,73
2664,27,73,74
2665,24,73,77
2666,26,73,74
2667,22,73,79
2668,25,73,75
2669,20,73,83
2670,29,73,73
2671,28,73,74
2672,26,73,76
2673,23,73,79
2674,36,73,73
2675,29,73,73
2676,30,73,73
2677,27,73,74
2678,30,73,73
2679,25,73,78
2680,33,73,73
2681,33,73,73
2682,29,73,73
2683,29,73,73
2684,24,73,78
2685,25,73,76
2686,21,73,84
2687,28,73,73
2688,28,73,73
2689,27,73,73
2690,33,73,73
2691,30,73,73
2692,28,73,73
2693,31,73,73
2694,23,73,79
2695,28,73,73
2696,25,73,73
2697,29,73,73
2698,31,73,73
2699,23,73,78
2700,32,73,73
2701,29,73,73
2702,31,73,73
2703,24,73,77
2704,26,73,74
2705,25,73,73
2706,33,73,73
2707,32,73,73
2708,35,73,73
2709,21,73,81
2710,26,73,74
2711,30,73,73
2712,22,73,80
2713,22,73,82
2714,22,73,83
2715,25,73,75
2716,28,73,73
2717,26,73,76
2718,33,73,73
2719,29,73,73
2720,30,73,73
2721,25,73,75
2722,26,73,76
2723,23,73,81
2724,22,73,81
2725,30,73,73
2726,27,73,74
2727,24,73,77
2728,33,73,73
2729,20,73,82
2730,33,73,73
2731,24,73,77
2732,32,73,73
2733,25,73,77
2734,24,73,79
2735,29,73,73
2736,24,73,74
2737,29,73,73
2738,27,73,73
2739,26,73,74
2740,31,73,73
2741,31,73,73
2742,25,73,75
2743,28,73,73
2744,23,73,78
2745,26,73,74
2746,29,73,73
2747,30,73,73
2748,26,73,75
2749,29,73,73
2750,32,73,73
2751,28,73,73
2752,25,73,75
2753,23,73,78
2754,30,73,73
2755,25,73,77
2756,31,73,73
2757,29,73,73
2758,24,73,76
2759,24,73,77
2760,27,73,74
2761,25,73,75
2762,28,73,73
2763,24,73,79
2764,20,73,86
2765,24,73,78
2766,23,73,82
2767,30,73,73
2768,29,73,73
2769,23,73,81
2770,29,73,73
2771,32,73,73
2772,27,73,74
2773,25,73,73
2774,30,73,73
2775,29,73,73
2776,30,73,73
2777,27,73,73
2778,28,73,73
2779,27,73,75
2780,33,73,73
2781,30,73,73
2782,32,73,73
2783,26,73,76
2784,26,73,74
2785,24,73,76
2786,36,73,73
2787,29,73,73
2788,25,73,76
2789,22,73,79
2790,19,73,84
2791,34,73,73
2792,25,73,73
2793,33,73,73
2794,22,73,81
2795,25,73,75
2796,31,73,73
2797,25,73,76
2798,26,73,76
2799,32,73,73
2800,33,73,73
2801,38,73,73
2802,33,73,73
2803,19,73,86
2804,29,73,73
2805,25,73,78
2806,28,73,73
2807,29,73,73
2808,30,73,73
2809,28,73,73
2810,26,73,77
2811,35,73,73
2812,29,73,73
2813,37,73,73
2814,26,73,76
2815,33,73,73
2816,29,73,73
2817,31,73,73
2818,26,73,76
2819,32,73,73
2820,33,73,73
2821,25,73,73
2822,31,73,73
2823,33,73,73
2824,30,73,73
2825,30,73,73
2826,25,73,76
2827,30,73,73
2828,21,73,81
2829,28,73,73
2830,30,73,73
2831,23,73,79
2832,25,73,73
2833,30,73,73
2834,26,73,75
2835,31,73,73
2836,30,73,73
2837,33,73,73
2838,25,73,78
2839,30,73,73
2840,38,73,73
2841,24,73,76
2842,26,73,77
2843,24,73,78
2844,30,73,73
2845,28,73,73
2846,34,73,73
2847,35,73,73
2848,31,73,73
2849,30,73,73
2850,23,73,77
2851,25,73,77
2852,30,73,73
2853,33,73,73
2854,23,73,80
2855,27,73,74
2856,27,73,73
2857,24,73,77
2858,19,73,85
2859,31,73,73
2860,23,73,77
2861,28,73,73
2862,32,73,73
2863,26,73,76
2864,33,73,73
2865,28,73,74
2866,23,73,79
2867,30,73,73
2868,25,73,73
2869,36,73,73
2870,32,73,73
2871,22,73,81
2872,34,73,73
2873,23,73,80
2874,30,73,73
2875,29,73,73
2876,31,73,73
2877,27,73,74
2878,27,73,73
2879,28,73,73
2880,24,73,78
2881,35,73,73
2882,25,73,75
2883,22,73,82
2884,30,73,73
2885,22,73,80
2886,20,73,83
2887,30,73,73
2888,26,73,74
2889,29,73,73
2890,22,73,84
2891,25,73,77
2892,33,73,73
2893,29,73,73
2894,22,73,81
2895,32,73,73
2896,29,73,73
2897,30,73,73
2898,33,73,73
2899,20,73,81
2900,25,73,77
2901,24,73,76
2902,24,73,77
2903,35,73,73
2904,22,73,78
2905,29,73,73
2906,31,73,73
2907,35,73,73
2908,23,73,78
2909,30,73,73
2910,30,73,73
2911,28,73,73
2912,24,73,77
2913,29,73,73
2914,27,73,75
2915,31,73,73
2916,28,73,73
2917,24,73,76
2918,24,73,77
2919,26,73,73
2920,23,73,80
2921,26,73,76
2922,29,73,73
2923,23,73,79
2924,24,73,78
2925,28,73,73
2926,22,73,80
2927,31,73,73
2928,23,73,81
2929,33,73,73
2930,24,73,79
2931,28,73,73
2932,30,73,73
2933,20,73,81
2934,35,73,73
2935,27,73,75
2936,22,73,83
2937,19,73,85
2938,28,73,75
2939,22,73,81
2940,29,73,73
2941,29,73,73
2942,26,73,76
2943,24,73,77
2944,29,73,73
2945,36,73,73
2946,26,73,76
2947,26,73,75
2948,29,73,73
2949,26,73,74
2950,18,73,86
2951,30,73,73
2952,26,73,74
2953,34,73,73
2954,22,73,77
2955,27,73,73
2956,24,73,74
2957,28,73,74
2958,25,73,76
2959,29,73,73
2960,29,73,73
2961,28,73,73
2962,27,73,74
2963,27,73,74
2964,22,73,79
2965,23,73,79
2966,30,73,73
2967,26,73,75
2968,24,73,79
2969,29,73,73
2970,29,73,73
2971,28,73,74
2972,26,73,74
2973,19,73,87
2974,32,73,73
2975,31,73,73
2976,37,73,73
2977,24,73,78
2978,33,73,73
2979,30,73,73
2980,28,73,75
2981,24,73,77
2982,29,73,73
2983,32,73,73
2984,27,73,74
2985,26,73,76
2986,33,73,73
2987,33,73,73
2988,29,73,73
2989,30,73,73
2990,23,73,81
2991,25,73,75
2992,22,73,79
2993,29,73,73
2994,22,73,82
2995,33,73,73
2996,34,73,73
2997,27,73,75
2998,27,73,75
2999,33,73,73
3000,31,73,73
3001,25,73,77
3002,27,73,73
3003,30,73,73
3004,27,73,75
3005,25,73,76
3006,32,73,73
3007,30,73,73
3008,31,73,73
3009,28,73,73
3010,27,73,75
3011,25,73,73
3012,29,73,73
3013,29,73,73
3014,31,73,73
3015,27,73,74
3016,29,73,73
3017,29,73,73
3018,21,73,82
3019,25,73,77
3020,30,73,73
3021,29,73,73
3022,27,73,74
3023,23,73,77
3024,21,73,80
3025,32,73,73
3026,24,73,77
3027,27,73,73
3028,23,73,84
3029,22,73,82
3030,29,73,73
3031,27,73,75
3032,36,73,73
3033,21,73,82
3034,30,73,73
3035,28,73,73
3036,33,73,73
3037,25,73,78
3038,20,73,84
3039,20,73,81
3040,32,73,73
3041,26,73,75
3042,23,73,77
3043,36,73,73
3044,29,73,73
3045,36,73,73
3046,25,73,77
3047,26,73,76
3048,27,73,76
3049,32,73,73
3050,29,73,73
3051,29,73,73
3052,24,73,76
3053,31,73,73
3054,37,73,73
3055,37,73,73
3056,27,73,74
3057,22,73,81
3058,31,73,73
3059,27,73,73
3060,25,73,73
3061,33,73,73
3062,23,73,79
3063,24,73,79
3064,21,73,80
3065,24,73,76
3066,26,73,76
3067,24,73,78
3068,26,73,76
3069,23,73,78
3070,24,73,79
3071,25,73,73
3072,29,73,73
3073,26,73,75
3074,27,73,74
3075,33,73,73
3076,27,73,73
3077,21,73,82
3078,21,73,83
3079,24,73,78
3080,28,73,73
3081,29,73,73
3082,31,73,73
3083,26,73,76
3084,29,73,73
3085,27,73,73
3086,26,73,76
3087,33,73,73
3088,29,73,73
3089,24,73,74
3090,28,73,74
3091,28,73,73
3092,24,73,78
3093,33,73,73
3094,33,73,73
3095,24,73,79
3096,21,73,81
3097,24,73,76
3098,34,73,73
3099,29,73,73
3100,27,73,75
3101,26,73,76
3102,21,73,82
3103,23,73,79
3104,27,73,73
3105,30,73,73
3106,24,73,79
3107,35,73,73
3108,24,73,79
3109,28,73,73
3110,21,73,81
3111,32,73,73
3112,29,73,73
3113,29,73,73
3114,19,73,86
3115,29,73,73
3116,27,73,73
3117,23,73,80
3118,27,73,74
3119,22,73,78
3120,25,73,73
3121,33,73,73
3122,26,73,76
3123,29,73,73
3124,28,73,73
3125,26,73,75
3126,25,73,75
3127,23,73,79
3128,33,73,73
3129,25,73,78
3130,19,73,84
3131,26,73,76
3132,23,73,80
3133,33,73,73
3134,27,73,73
3135,25,73,78
3136,30,73,73
3137,28,73,73
3138,27,73,74
3139,25,73,77
3140,28,73,73
3141,24,73,78
3142,23,73,77
3143,27,73,74
3144,21,73,85
3145,22,73,81
3146,29,73,73
3147,27,73,73
3148,40,73,73
3149,28,73,74
3150,28,73,73
3151,23,73,82
3152,25,73,73
3153,30,73,73
3154,30,73,73
3155,25,73,76
3156,22,73,79
3157,36,73,73
3158,23,73,79
3159,27,73,74
3160,25,73,73
3161,24,73,76
3162,24,73,77
3163,26,73,76
3164,33,73,73
3165,36,73,73
3166,25,73,73
3167,32,73,73
3168,27,73,74
3169,35,73,73
3170,24,73,77
3171,22,73,79
3172,24,73,77
3173,35,73,73
3174,30,73,73
3175,24,73,81
3176,23,73,79
3177,33,73,73
3178,33,73,73
3179,22,73,80
3180,24,73,78
3181,32,73,73
3182,28,73,73
3183,23,73,79
3184,30,73,73
3185,19,73,85
3186,32,73,73
3187,27,73,74
3188,25,73,73
3189,21,73,80
3190,27,73,74
3191,30,73,73
3192,24,73,78
3193,23,73,79
3194,24,73,80
3195,23,73,80
3196,22,73,80
3197,26,73,76
3198,24,73,77
3199,33,73,73
3200,21,73,83
3201,22,73,81
3202,21,73,82
3203,29,73,73
3204,23,73,79
3205,27,73,73
3206,23,73,79
3207,20,73,84
3208,29,73,73
3209,22,73,78
3210,27,73,74
3211,26,73,73
3212,29,73,73
3213,27,73,74
3214,25,73,77
3215,29,73,73
3216,27,73,75
3217,31,73,73
